"id","info","updated_at","mt_loaded_at","mt_load_process"
1204278977620449,"{""gid"": ""1204278977620449"", ""name"": ""Cosmos | USPs Callout"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-30T10:32:45.285Z"", ""modified_at"": ""2023-04-13T12:20:17.126Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 12:20:17.126,2023-04-14 15:44:29.368,node_loader.0.0
1204380044618448,"{""gid"": ""1204380044618448"", ""name"": ""Analytics Order check"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-04-12T09:38:08.584Z"", ""modified_at"": ""2023-04-12T11:53:09.954Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-12 11:53:09.954,2023-04-14 15:44:29.368,node_loader.0.0
1204318569190865,"{""gid"": ""1204318569190865"", ""name"": ""CY | Affiliates "", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-04-05T13:56:56.471Z"", ""modified_at"": ""2023-04-10T07:38:18.809Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-10 07:38:18.809,2023-04-14 15:44:29.368,node_loader.0.0
1203712454702818,"{""gid"": ""1203712454702818"", ""name"": ""Homepage Tracking"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-01-12T15:34:50.220Z"", ""modified_at"": ""2023-04-13T12:22:59.698Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 12:22:59.698,2023-04-14 15:44:29.368,node_loader.0.0
1204011305217203,"{""gid"": ""1204011305217203"", ""name"": ""CY | Klaviyo"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-02-21T13:41:58.033Z"", ""modified_at"": ""2023-04-12T08:24:23.769Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-12 08:24:23.769,2023-04-14 15:44:29.368,node_loader.0.0
1204203744533904,"{""gid"": ""1204203744533904"", ""name"": ""CY | UA Ecommerce Events "", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-17T13:06:18.421Z"", ""modified_at"": ""2023-04-13T08:11:00.042Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 08:11:00.042,2023-04-14 15:44:29.368,node_loader.0.0
1204203744533898,"{""gid"": ""1204203744533898"", ""name"": ""CY | GA4 Ecommerce Events "", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1204167891637644"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-17T13:05:40.101Z"", ""modified_at"": ""2023-04-13T09:54:43.406Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 09:54:43.406,2023-04-14 15:44:29.368,node_loader.0.0
1204363011753266,"{""gid"": ""1204363011753266"", ""name"": ""Follow up on Re: Rundome & e-satisfaction.com"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1204167891637644"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-04-10T11:54:08.481Z"", ""modified_at"": ""2023-04-12T10:28:16.072Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-12 10:28:16.072,2023-04-14 15:44:29.368,node_loader.0.0
1204203161349563,"{""gid"": ""1204203161349563"", ""name"": ""CY | eSatisfaction"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-17T14:42:31.927Z"", ""modified_at"": ""2023-04-11T09:32:23.622Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-11 09:32:23.622,2023-04-14 15:44:29.368,node_loader.0.0
1204203744533906,"{""gid"": ""1204203744533906"", ""name"": ""CY | Facebook Pixel "", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-17T13:06:31.598Z"", ""modified_at"": ""2023-04-13T08:11:24.190Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 08:11:24.190,2023-04-14 15:44:29.368,node_loader.0.0
1204011305217198,"{""gid"": ""1204011305217198"", ""name"": ""CY | Cookiebot scripts"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-02-21T12:31:44.528Z"", ""modified_at"": ""2023-04-11T11:01:54.498Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-11 11:01:54.498,2023-04-14 15:44:29.368,node_loader.0.0
1204196589519197,"{""gid"": ""1204196589519197"", ""name"": ""CY | Google Ads Tracking"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-16T16:33:03.391Z"", ""modified_at"": ""2023-04-13T08:13:20.457Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 08:13:20.457,2023-04-14 15:44:29.368,node_loader.0.0
1204196589519193,"{""gid"": ""1204196589519193"", ""name"": ""CY | GA UA Tracking"", ""tags"": [], ""due_at"": null, ""due_on"": null, ""assignee"": {""gid"": ""1192914918961045"", ""resource_type"": ""user""}, ""projects"": [{""gid"": ""1203639521855760"", ""resource_type"": ""project""}], ""completed"": false, ""created_at"": ""2023-03-16T16:18:02.650Z"", ""modified_at"": ""2023-04-13T08:13:26.128Z"", ""completed_at"": null, ""assignee_status"": ""inbox"", ""actual_time_minutes"": null}",2023-04-13 08:13:26.128,2023-04-14 15:44:29.368,node_loader.0.0
